building_id,primarypropertytype,yearbuilt,building_age,propertygfatotal,propertygfatotal_log,numberoffloors,numberoffloors_log,energystarscore,energystar_missing,elec_ratio,uses_gas,uses_steam,steam_ratio,has_parking,is_multipurpose,uses_clim,has_generator,gfa_per_floor,eui_kwh_m2_an,siteenergyuse_kwh_an,totalghgemissions,emission_factor_grid,context,climate_zone
LME_0287,Écoles & Universités,2019,5,2290,7.7367,1,0.6931,95,0,0.977,0,0,0.0,1,0,1,1,2290.0,72.3,165579.0,91.89,0.555,Lomé,Tropical_Aw
LME_0288,Écoles & Universités,1985,39,5821,8.6694,2,1.0986,68,0,0.937,0,0,0.0,0,1,1,0,2910.5,155.6,905753.0,564.24,0.623,Lomé,Tropical_Aw
LME_0289,Écoles & Universités,2011,13,3381,8.1262,1,0.6931,88,0,0.889,0,0,0.0,0,0,0,1,3381.0,93.6,316295.0,203.81,0.644,Lomé,Tropical_Aw
LME_0290,Écoles & Universités,2004,20,8949,9.0994,1,0.6931,85,0,0.93,0,0,0.0,1,0,0,1,8949.0,84.8,759319.0,425.14,0.56,Lomé,Tropical_Aw
LME_0291,Écoles & Universités,1996,28,6214,8.7347,1,0.6931,86,0,0.908,0,0,0.0,0,0,0,0,6214.0,99.9,620942.0,416.6,0.671,Lomé,Tropical_Aw
LME_0292,Écoles & Universités,2005,19,5546,8.621,3,1.3863,78,0,0.97,0,0,0.0,1,0,0,1,1848.7,128.3,711281.0,468.56,0.659,Lomé,Tropical_Aw
LME_0293,Écoles & Universités,2006,18,15373,9.6404,2,1.0986,85,0,0.91,0,0,0.0,1,1,0,0,7686.5,109.9,1689961.0,1029.74,0.609,Lomé,Tropical_Aw
LME_0294,Écoles & Universités,2003,21,1929,7.5653,3,1.3863,98,0,0.961,0,0,0.0,0,1,0,1,643.0,74.9,144438.0,84.45,0.585,Lomé,Tropical_Aw
LME_0295,Écoles & Universités,2014,10,21049,9.9547,2,1.0986,81,0,0.907,0,0,0.0,1,0,0,1,10524.5,98.6,2074597.0,1166.77,0.562,Lomé,Tropical_Aw
LME_0296,Écoles & Universités,1982,42,5234,8.5631,1,0.6931,81,0,0.959,0,0,0.0,0,0,1,1,5234.0,95.8,501275.0,323.1,0.645,Lomé,Tropical_Aw
LME_0297,Écoles & Universités,1984,40,1743,7.4639,3,1.3863,87,0,0.974,0,0,0.0,0,1,1,0,581.0,96.1,167536.0,104.13,0.622,Lomé,Tropical_Aw
LME_0298,Écoles & Universités,2021,3,6297,8.748,1,0.6931,84,0,0.925,0,0,0.0,1,1,1,1,6297.0,106.6,671002.0,430.52,0.642,Lomé,Tropical_Aw
LME_0299,Écoles & Universités,2003,21,6139,8.7226,1,0.6931,85,0,0.886,0,0,0.0,1,0,0,1,6139.0,110.1,676162.0,393.02,0.581,Lomé,Tropical_Aw
LME_0300,Écoles & Universités,1995,29,1262,7.1412,2,1.0986,79,0,0.898,0,0,0.0,1,0,1,1,631.0,115.4,145645.0,87.46,0.601,Lomé,Tropical_Aw
LME_0301,Écoles & Universités,2012,12,3421,8.138,2,1.0986,88,0,0.987,0,0,0.0,0,0,1,1,1710.5,101.5,347364.0,209.71,0.604,Lomé,Tropical_Aw
LME_0302,Écoles & Universités,1995,29,2974,7.998,1,0.6931,88,0,0.969,0,0,0.0,0,1,0,1,2974.0,127.9,380458.0,252.87,0.665,Lomé,Tropical_Aw
LME_0303,Écoles & Universités,2005,19,32766,10.3972,1,0.6931,100,0,0.948,0,0,0.0,0,0,1,0,32766.0,45.0,1473820.0,855.96,0.581,Lomé,Tropical_Aw
LME_0304,Écoles & Universités,2000,24,9700,9.18,2,1.0986,95,0,0.984,0,0,0.0,1,0,1,0,4850.0,75.1,728752.0,484.63,0.665,Lomé,Tropical_Aw
LME_0305,Écoles & Universités,2014,10,21312,9.9671,3,1.3863,100,0,0.913,0,0,0.0,0,1,1,0,7104.0,45.8,976391.0,694.59,0.711,Lomé,Tropical_Aw
LME_0306,Écoles & Universités,1986,38,2640,7.8789,2,1.0986,63,0,0.968,0,0,0.0,1,1,0,0,1320.0,109.4,288873.0,173.07,0.599,Lomé,Tropical_Aw
LME_0307,Écoles & Universités,2009,15,3135,8.0507,3,1.3863,100,0,0.96,0,0,0.0,0,1,1,0,1045.0,76.4,239370.0,137.99,0.576,Lomé,Tropical_Aw
LME_0308,Écoles & Universités,2003,21,25998,10.1658,2,1.0986,77,0,0.99,0,0,0.0,0,0,1,0,12999.0,72.2,1875919.0,1184.55,0.631,Lomé,Tropical_Aw
LME_0309,Écoles & Universités,2014,10,10374,9.2472,2,1.0986,98,0,0.88,0,0,0.0,1,0,1,0,5187.0,84.9,881074.0,557.39,0.633,Lomé,Tropical_Aw
LME_0310,Écoles & Universités,2010,14,22345,10.0144,3,1.3863,100,0,0.921,0,0,0.0,1,0,1,0,7448.3,58.6,1308654.0,826.51,0.632,Lomé,Tropical_Aw
LME_0311,Écoles & Universités,1993,31,12295,9.417,2,1.0986,100,0,0.882,0,0,0.0,1,0,0,0,6147.5,62.2,764346.0,444.93,0.582,Lomé,Tropical_Aw
LME_0312,Écoles & Universités,2005,19,45990,10.7362,3,1.3863,79,0,0.909,0,0,0.0,0,0,1,1,15330.0,51.3,2358603.0,1629.62,0.691,Lomé,Tropical_Aw
LME_0313,Écoles & Universités,2003,21,16217,9.6939,2,1.0986,85,0,0.961,0,0,0.0,0,0,1,1,8108.5,71.6,1161848.0,625.5,0.538,Lomé,Tropical_Aw
LME_0314,Écoles & Universités,2020,4,8338,9.0287,2,1.0986,73,0,0.94,0,0,0.0,0,1,0,1,4169.0,104.4,870621.0,630.59,0.724,Lomé,Tropical_Aw
LME_0315,Écoles & Universités,2011,13,6388,8.7623,1,0.6931,99,0,0.887,0,0,0.0,0,1,0,0,6388.0,68.0,434261.0,271.09,0.624,Lomé,Tropical_Aw
LME_0316,Écoles & Universités,2000,24,2726,7.911,3,1.3863,90,0,0.917,0,0,0.0,1,0,0,0,908.7,93.5,254994.0,178.37,0.699,Lomé,Tropical_Aw
LME_0317,Écoles & Universités,2014,10,2550,7.8442,1,0.6931,95,0,0.989,1,0,0.0,0,0,1,1,2550.0,38.4,97870.0,58.96,0.66,Lomé,Tropical_Aw
LME_0318,Écoles & Universités,2005,19,15693,9.661,1,0.6931,75,0,0.992,0,0,0.0,1,0,1,0,15693.0,132.4,2077123.0,1278.67,0.616,Lomé,Tropical_Aw
LME_0319,Écoles & Universités,2013,11,2764,7.9248,2,1.0986,91,0,0.894,0,0,0.0,0,1,0,1,1382.0,59.9,165683.0,88.75,0.536,Lomé,Tropical_Aw
LME_0320,Écoles & Universités,1995,29,26037,10.1673,2,1.0986,80,0,0.937,0,0,0.0,1,1,0,1,13018.5,99.8,2598649.0,1502.88,0.578,Lomé,Tropical_Aw
LME_0321,Écoles & Universités,1989,35,3683,8.2118,2,1.0986,57,0,0.985,0,0,0.0,0,0,1,0,1841.5,158.5,583899.0,396.78,0.68,Lomé,Tropical_Aw
LME_0322,Écoles & Universités,1994,30,7007,8.8548,1,0.6931,94,0,0.898,0,0,0.0,1,0,0,1,7007.0,75.2,526745.0,358.25,0.68,Lomé,Tropical_Aw
LME_0323,Écoles & Universités,2017,7,14279,9.5666,2,1.0986,89,0,0.895,0,0,0.0,0,0,0,1,7139.5,91.1,1300696.0,800.0,0.615,Lomé,Tropical_Aw
LME_0324,Écoles & Universités,2018,6,1127,7.0282,1,0.6931,78,0,0.994,1,0,0.0,1,0,0,1,1127.0,134.8,151941.0,85.99,0.591,Lomé,Tropical_Aw
LME_0325,Écoles & Universités,2011,13,4513,8.4149,1,0.6931,91,0,0.906,0,0,0.0,1,0,1,0,4513.0,83.3,375934.0,248.26,0.66,Lomé,Tropical_Aw
LME_0326,Écoles & Universités,2012,12,15457,9.6459,3,1.3863,92,0,0.974,0,0,0.0,1,0,0,0,5152.3,93.9,1451318.0,1064.72,0.734,Lomé,Tropical_Aw
LME_0327,Écoles & Universités,1989,35,2692,7.8984,2,1.0986,61,0,0.943,0,0,0.0,1,1,0,1,1346.0,137.5,370180.0,239.77,0.648,Lomé,Tropical_Aw
LME_0328,Écoles & Universités,2005,19,5726,8.6529,1,0.6931,77,0,0.941,0,0,0.0,1,1,1,0,5726.0,88.3,505810.0,314.08,0.621,Lomé,Tropical_Aw
LME_0329,Écoles & Universités,2020,4,21742,9.987,3,1.3863,100,0,0.886,0,0,0.0,1,0,1,1,7247.3,98.0,2130106.0,1328.0,0.623,Lomé,Tropical_Aw
LME_0330,Écoles & Universités,1990,34,10071,9.2175,1,0.6931,66,0,0.9,0,0,0.0,0,0,1,0,10071.0,121.0,1218832.0,711.98,0.584,Lomé,Tropical_Aw
LME_0331,Écoles & Universités,1990,34,13153,9.4845,1,0.6931,94,0,0.939,0,0,0.0,0,0,1,1,13153.0,68.1,895291.0,634.32,0.709,Lomé,Tropical_Aw
LME_0332,Écoles & Universités,1992,32,9463,9.1553,1,0.6931,88,0,0.901,0,0,0.0,1,1,0,0,9463.0,82.3,778746.0,514.58,0.661,Lomé,Tropical_Aw
LME_0333,Écoles & Universités,2023,1,15160,9.6265,1,0.6931,80,0,0.98,0,0,0.0,0,0,1,1,15160.0,95.4,1446084.0,871.39,0.603,Lomé,Tropical_Aw
LME_0334,Écoles & Universités,2017,7,14108,9.5546,3,1.3863,67,0,0.984,0,0,0.0,1,0,0,1,4702.7,93.2,1314735.0,899.25,0.684,Lomé,Tropical_Aw
LME_0335,Écoles & Universités,1994,30,3374,8.1242,3,1.3863,62,0,0.938,0,0,0.0,0,0,1,0,1124.7,133.5,450489.0,252.98,0.562,Lomé,Tropical_Aw
LME_0336,Écoles & Universités,2016,8,7978,8.9846,1,0.6931,76,0,0.883,0,0,0.0,0,0,0,0,7978.0,95.0,758078.0,503.34,0.664,Lomé,Tropical_Aw
LME_0337,Écoles & Universités,2008,16,10731,9.281,3,1.3863,89,0,0.93,0,0,0.0,1,0,0,1,3577.0,80.4,863273.0,508.82,0.589,Lomé,Tropical_Aw
LME_0338,Écoles & Universités,2022,2,5656,8.6406,2,1.0986,100,0,0.901,0,0,0.0,0,0,1,0,2828.0,75.7,428343.0,218.67,0.511,Lomé,Tropical_Aw
LME_0339,Écoles & Universités,2020,4,7788,8.9605,2,1.0986,73,0,0.932,0,0,0.0,1,1,0,0,3894.0,114.7,892927.0,571.1,0.64,Lomé,Tropical_Aw
LME_0340,Écoles & Universités,2011,13,3816,8.2472,2,1.0986,91,0,0.931,0,0,0.0,1,1,1,1,1908.0,43.7,166715.0,103.96,0.624,Lomé,Tropical_Aw
LME_0341,Écoles & Universités,1982,42,15799,9.6678,1,0.6931,69,0,0.976,0,0,0.0,0,0,1,1,15799.0,140.1,2213205.0,1503.05,0.679,Lomé,Tropical_Aw
LME_0342,Écoles & Universités,2023,1,13354,9.4996,2,1.0986,85,0,0.966,0,0,0.0,1,1,0,1,6677.0,88.3,1179500.0,751.11,0.637,Lomé,Tropical_Aw
LME_0343,Écoles & Universités,2000,24,27857,10.2349,2,1.0986,82,0,0.918,0,0,0.0,1,0,1,0,13928.5,114.7,3196192.0,2107.22,0.659,Lomé,Tropical_Aw
LME_0344,Écoles & Universités,2022,2,7564,8.9313,2,1.0986,83,0,0.927,0,0,0.0,0,0,0,0,3782.0,108.8,822940.0,453.73,0.551,Lomé,Tropical_Aw
LME_0345,Écoles & Universités,2016,8,25045,10.1285,1,0.6931,100,0,0.912,0,0,0.0,0,0,0,0,25045.0,74.8,1872226.0,1028.03,0.549,Lomé,Tropical_Aw
LME_0346,Écoles & Universités,1989,35,4084,8.3151,1,0.6931,95,0,0.938,0,0,0.0,1,0,1,1,4084.0,67.2,274376.0,173.66,0.633,Lomé,Tropical_Aw
LME_0347,Écoles & Universités,1995,29,8827,9.0857,2,1.0986,73,0,0.962,0,0,0.0,1,0,0,0,4413.5,105.2,928311.0,582.13,0.627,Lomé,Tropical_Aw
LME_0348,Écoles & Universités,2013,11,6770,8.8204,1,0.6931,91,0,0.97,0,0,0.0,0,1,0,1,6770.0,96.5,653617.0,438.89,0.671,Lomé,Tropical_Aw
LME_0349,Écoles & Universités,1988,36,6340,8.7548,2,1.0986,74,0,0.982,0,0,0.0,0,0,1,0,3170.0,93.8,594832.0,422.52,0.71,Lomé,Tropical_Aw
LME_0350,Écoles & Universités,2018,6,7693,8.9482,1,0.6931,78,0,0.98,0,0,0.0,1,0,1,0,7693.0,140.7,1082694.0,737.22,0.681,Lomé,Tropical_Aw
LME_0351,Écoles & Universités,2005,19,4446,8.4,2,1.0986,93,0,0.956,0,0,0.0,1,1,1,0,2223.0,93.7,416388.0,262.06,0.629,Lomé,Tropical_Aw
LME_0352,Écoles & Universités,2023,1,3980,8.2893,2,1.0986,89,0,0.924,0,0,0.0,0,0,1,0,1990.0,77.6,308681.0,207.01,0.671,Lomé,Tropical_Aw
LME_0353,Écoles & Universités,2013,11,5842,8.673,2,1.0986,91,0,0.931,0,0,0.0,0,1,1,0,2921.0,50.1,292924.0,207.18,0.707,Lomé,Tropical_Aw
LME_0354,Écoles & Universités,2002,22,23839,10.0791,2,1.0986,70,0,0.952,0,0,0.0,1,0,0,0,11919.5,135.9,3239142.0,1934.12,0.597,Lomé,Tropical_Aw
LME_0355,Écoles & Universités,1993,31,4022,8.2998,2,1.0986,73,0,0.991,0,0,0.0,0,0,1,0,2011.0,101.2,407164.0,246.57,0.606,Lomé,Tropical_Aw
LME_0356,Écoles & Universités,2017,7,2338,7.7575,2,1.0986,91,0,0.921,0,0,0.0,0,0,0,0,1169.0,75.5,176540.0,111.9,0.634,Lomé,Tropical_Aw
LME_0357,Écoles & Universités,2009,15,3755,8.2311,2,1.0986,92,0,0.921,1,0,0.0,1,0,0,1,1877.5,97.2,365025.0,197.28,0.592,Lomé,Tropical_Aw
LME_0358,Écoles & Universités,1990,34,4683,8.4519,1,0.6931,88,0,0.902,0,0,0.0,0,0,1,1,4683.0,77.8,364118.0,242.5,0.666,Lomé,Tropical_Aw
LME_0359,Écoles & Universités,2022,2,4001,8.2945,1,0.6931,92,0,0.916,0,0,0.0,1,1,1,0,4001.0,80.6,322626.0,194.76,0.604,Lomé,Tropical_Aw
LME_0360,Écoles & Universités,1990,34,3570,8.1806,2,1.0986,72,0,0.995,0,0,0.0,0,0,0,1,1785.0,134.2,479191.0,334.71,0.698,Lomé,Tropical_Aw
LME_0361,Hôpitaux & Cliniques,2001,23,9103,9.1165,2,1.0986,29,0,0.945,0,0,0.0,0,0,1,1,4551.5,262.9,2393307.0,1292.35,0.54,Lomé,Tropical_Aw
LME_0362,Hôpitaux & Cliniques,2009,15,4100,8.319,2,1.0986,1,0,0.89,0,0,0.0,1,1,1,1,2050.0,379.4,1555595.0,954.03,0.613,Lomé,Tropical_Aw
LME_0363,Hôpitaux & Cliniques,1994,30,18664,9.8344,2,1.0986,1,0,0.998,0,0,0.0,1,0,1,1,9332.0,346.2,6460685.0,4092.62,0.633,Lomé,Tropical_Aw
LME_0364,Hôpitaux & Cliniques,1990,34,17899,9.7926,3,1.3863,1,0,0.92,0,0,0.0,0,0,1,1,5966.3,420.1,7519578.0,4774.03,0.635,Lomé,Tropical_Aw
LME_0365,Hôpitaux & Cliniques,2000,24,11306,9.3332,2,1.0986,1,0,0.952,0,0,0.0,0,1,1,1,5653.0,437.4,4944744.0,2726.6,0.551,Lomé,Tropical_Aw
LME_0366,Hôpitaux & Cliniques,1983,41,5653,8.6401,4,1.6094,2,0,0.963,0,0,0.0,1,1,1,1,1413.2,307.9,1740694.0,1026.65,0.59,Lomé,Tropical_Aw
LME_0367,Hôpitaux & Cliniques,2021,3,9684,9.1783,2,1.0986,9,0,0.895,0,0,0.0,0,0,1,1,4842.0,328.5,3181547.0,1938.26,0.609,Lomé,Tropical_Aw
LME_0368,Hôpitaux & Cliniques,1996,28,36032,10.4922,1,0.6931,1,0,0.99,0,0,0.0,0,0,1,1,36032.0,384.5,13854705.0,8854.02,0.639,Lomé,Tropical_Aw
LME_0369,Hôpitaux & Cliniques,2000,24,11565,9.3558,1,0.6931,1,0,0.931,0,0,0.0,0,0,1,1,11565.0,387.8,4485131.0,2820.15,0.629,Lomé,Tropical_Aw
LME_0370,Hôpitaux & Cliniques,2003,21,12121,9.4028,3,1.3863,1,0,0.932,0,0,0.0,0,0,1,1,4040.3,402.5,4878744.0,3063.77,0.628,Lomé,Tropical_Aw
LME_0371,Hôpitaux & Cliniques,1987,37,10942,9.3005,3,1.3863,1,0,0.934,0,0,0.0,0,1,1,1,3647.3,518.2,5669999.0,3248.18,0.573,Lomé,Tropical_Aw
LME_0372,Hôpitaux & Cliniques,2007,17,8586,9.058,3,1.3863,1,0,0.906,0,0,0.0,0,0,1,1,2862.0,293.8,2522246.0,1452.29,0.576,Lomé,Tropical_Aw
LME_0373,Hôpitaux & Cliniques,2006,18,7271,8.8918,3,1.3863,5,0,0.88,1,0,0.0,1,0,1,1,2423.7,336.6,2447332.0,1361.97,0.603,Lomé,Tropical_Aw
LME_0374,Hôpitaux & Cliniques,2016,8,27694,10.229,4,1.6094,1,0,0.997,0,0,0.0,0,0,1,1,6923.5,382.2,10585323.0,6377.95,0.603,Lomé,Tropical_Aw
LME_0375,Hôpitaux & Cliniques,2019,5,9337,9.1418,1,0.6931,1,0,0.891,0,0,0.0,0,0,1,1,9337.0,389.3,3634451.0,2186.23,0.602,Lomé,Tropical_Aw
LME_0376,Hôpitaux & Cliniques,1999,25,11487,9.3491,2,1.0986,1,0,0.885,0,0,0.0,0,0,1,1,5743.5,405.8,4660973.0,2719.3,0.583,Lomé,Tropical_Aw
LME_0377,Hôpitaux & Cliniques,2001,23,13760,9.5296,3,1.3863,15,0,0.944,0,0,0.0,0,0,1,1,4586.7,337.3,4640935.0,2713.83,0.585,Lomé,Tropical_Aw
LME_0378,Hôpitaux & Cliniques,2011,13,5444,8.6025,3,1.3863,1,0,0.903,0,0,0.0,1,0,1,1,1814.7,355.1,1933155.0,1503.23,0.778,Lomé,Tropical_Aw
LME_0379,Hôpitaux & Cliniques,1997,27,18618,9.8319,2,1.0986,1,0,0.959,0,0,0.0,0,0,1,1,9309.0,361.6,6731998.0,3895.81,0.579,Lomé,Tropical_Aw
LME_0380,Hôpitaux & Cliniques,1985,39,11886,9.3832,3,1.3863,11,0,0.937,0,0,0.0,0,1,1,1,3962.0,324.7,3859017.0,2709.68,0.702,Lomé,Tropical_Aw
LME_0381,Hôpitaux & Cliniques,2012,12,13504,9.5108,3,1.3863,1,0,0.931,0,0,0.0,0,0,1,1,4501.3,337.9,4562422.0,2464.7,0.54,Lomé,Tropical_Aw
LME_0382,Hôpitaux & Cliniques,1993,31,9265,9.1341,3,1.3863,3,0,0.884,0,0,0.0,0,1,1,1,3088.3,327.0,3029944.0,1866.59,0.616,Lomé,Tropical_Aw
LME_0383,Hôpitaux & Cliniques,2006,18,9792,9.1894,2,1.0986,1,0,0.92,0,0,0.0,0,0,1,1,4896.0,474.9,4650607.0,3312.14,0.712,Lomé,Tropical_Aw
LME_0384,Hôpitaux & Cliniques,2014,10,10982,9.3041,3,1.3863,1,0,0.914,0,0,0.0,1,0,1,1,3660.7,410.6,4509191.0,2613.22,0.58,Lomé,Tropical_Aw
LME_0385,Hôpitaux & Cliniques,2021,3,13182,9.4867,2,1.0986,1,0,0.91,0,0,0.0,1,0,1,1,6591.0,390.0,5140820.0,3753.89,0.73,Lomé,Tropical_Aw
LME_0386,Hôpitaux & Cliniques,1990,34,13640,9.5208,4,1.6094,34,0,0.962,0,0,0.0,1,0,1,1,3410.0,258.1,3520346.0,2439.99,0.693,Lomé,Tropical_Aw
LME_0387,Hôpitaux & Cliniques,2012,12,20950,9.9499,3,1.3863,3,0,0.904,0,0,0.0,0,0,1,1,6983.3,317.4,6650278.0,3867.96,0.582,Lomé,Tropical_Aw
LME_0388,Hôpitaux & Cliniques,1986,38,9456,9.1545,3,1.3863,18,0,0.919,0,0,0.0,1,0,1,1,3152.0,286.9,2712974.0,1629.37,0.601,Lomé,Tropical_Aw
LME_0389,Hôpitaux & Cliniques,1983,41,36578,10.5072,1,0.6931,1,0,0.978,0,0,0.0,0,1,1,1,36578.0,390.9,14296574.0,8502.88,0.595,Lomé,Tropical_Aw
LME_0390,Hôpitaux & Cliniques,2004,20,21082,9.9562,3,1.3863,1,0,0.993,0,0,0.0,0,1,1,1,7027.3,388.7,8194533.0,5324.6,0.65,Lomé,Tropical_Aw
LME_0391,Hôpitaux & Cliniques,2002,22,5430,8.5999,2,1.0986,1,0,0.932,0,0,0.0,0,0,1,1,2715.0,450.1,2443885.0,1454.95,0.595,Lomé,Tropical_Aw
LME_0392,Hôpitaux & Cliniques,2016,8,6928,8.8435,2,1.0986,1,0,0.907,0,0,0.0,1,1,1,1,3464.0,480.7,3330541.0,1989.2,0.597,Lomé,Tropical_Aw
LME_0393,Hôpitaux & Cliniques,1995,29,23734,10.0747,3,1.3863,1,0,0.93,0,0,0.0,1,0,1,1,7911.3,500.7,11882610.0,7961.36,0.67,Lomé,Tropical_Aw
LME_0394,Hôpitaux & Cliniques,2021,3,14173,9.5592,3,1.3863,45,0,0.966,0,0,0.0,1,0,1,1,4724.3,150.5,2132592.0,1160.25,0.544,Lomé,Tropical_Aw
LME_0395,Hôpitaux & Cliniques,2019,5,9809,9.1912,3,1.3863,24,0,0.946,0,0,0.0,1,0,1,1,3269.7,281.6,2761956.0,1707.65,0.618,Lomé,Tropical_Aw
LME_0396,Hôpitaux & Cliniques,2007,17,28495,10.2575,1,0.6931,1,0,0.983,0,0,0.0,0,1,1,1,28495.0,361.4,10299264.0,6893.49,0.669,Lomé,Tropical_Aw
LME_0397,Hôpitaux & Cliniques,2022,2,9991,9.2095,2,1.0986,28,0,0.987,0,0,0.0,1,1,1,1,4995.5,240.3,2400386.0,1480.9,0.617,Lomé,Tropical_Aw
LME_0398,Hôpitaux & Cliniques,2011,13,24086,10.0894,2,1.0986,28,0,0.931,1,0,0.0,0,0,1,1,12043.0,269.7,6496467.0,3891.07,0.64,Lomé,Tropical_Aw
LME_0399,Hôpitaux & Cliniques,2020,4,22832,10.036,2,1.0986,1,0,0.991,0,0,0.0,1,1,1,1,11416.0,403.3,9208977.0,4988.66,0.542,Lomé,Tropical_Aw
LME_0400,Hôpitaux & Cliniques,1991,33,6945,8.8459,3,1.3863,3,0,0.899,0,0,0.0,1,0,1,1,2315.0,333.7,2317631.0,1369.63,0.591,Lomé,Tropical_Aw
LME_0401,Banques & Institutions,2010,14,3308,8.1044,4,1.6094,52,0,0.882,0,0,0.0,0,0,1,1,827.0,200.6,663533.0,429.91,0.648,Lomé,Tropical_Aw
LME_0402,Banques & Institutions,2011,13,1233,7.118,3,1.3863,32,0,0.907,0,0,0.0,1,0,1,1,411.0,238.8,294484.0,201.52,0.684,Lomé,Tropical_Aw
LME_0403,Banques & Institutions,2017,7,2184,7.6894,2,1.0986,36,0,0.949,0,0,0.0,1,1,1,1,1092.0,240.8,525973.0,324.05,0.616,Lomé,Tropical_Aw
LME_0404,Banques & Institutions,2006,18,1442,7.2745,3,1.3863,24,0,0.996,0,0,0.0,0,0,1,1,480.7,281.0,405232.0,272.66,0.673,Lomé,Tropical_Aw
LME_0405,Banques & Institutions,2007,17,2311,7.7459,3,1.3863,43,0,0.909,0,0,0.0,0,0,1,1,770.3,237.3,548322.0,332.1,0.606,Lomé,Tropical_Aw
LME_0406,Banques & Institutions,2014,10,3056,8.0252,4,1.6094,64,0,0.913,0,0,0.0,1,0,1,1,764.0,126.9,387814.0,209.93,0.541,Lomé,Tropical_Aw
LME_0407,Banques & Institutions,2002,22,1990,7.5964,3,1.3863,57,0,0.933,0,0,0.0,0,1,0,1,663.3,204.5,407019.0,259.76,0.638,Lomé,Tropical_Aw
LME_0408,Banques & Institutions,2011,13,6528,8.784,3,1.3863,58,0,0.969,0,0,0.0,1,1,1,1,2176.0,204.4,1334546.0,818.14,0.613,Lomé,Tropical_Aw
LME_0409,Banques & Institutions,2012,12,2591,7.8602,2,1.0986,55,0,0.915,0,0,0.0,1,0,1,1,1295.5,160.6,416181.0,260.66,0.626,Lomé,Tropical_Aw
LME_0410,Banques & Institutions,1990,34,5552,8.6221,3,1.3863,35,0,0.918,0,0,0.0,1,0,1,1,1850.7,247.1,1371634.0,857.39,0.625,Lomé,Tropical_Aw
LME_0411,Banques & Institutions,2014,10,2870,7.9624,3,1.3863,47,0,0.92,0,0,0.0,1,0,1,1,956.7,194.3,557704.0,342.79,0.615,Lomé,Tropical_Aw
LME_0412,Banques & Institutions,2011,13,6249,8.7403,4,1.6094,49,0,0.99,0,0,0.0,1,0,1,1,1562.2,158.0,987495.0,602.35,0.61,Lomé,Tropical_Aw
LME_0413,Banques & Institutions,2012,12,4032,8.3023,4,1.6094,42,0,0.908,0,0,0.0,1,0,1,1,1008.0,174.5,703410.0,437.07,0.621,Lomé,Tropical_Aw
LME_0414,Banques & Institutions,1992,32,3746,8.2287,4,1.6094,38,0,0.973,0,0,0.0,0,0,1,1,936.5,244.2,914718.0,614.47,0.672,Lomé,Tropical_Aw
LME_0415,Banques & Institutions,1985,39,10209,9.2311,1,0.6931,58,0,0.932,0,0,0.0,1,1,1,1,10209.0,197.6,2017692.0,1273.49,0.631,Lomé,Tropical_Aw
LME_0416,Banques & Institutions,1992,32,5364,8.5877,1,0.6931,13,0,0.958,0,0,0.0,1,0,1,1,5364.0,294.5,1579953.0,947.48,0.6,Lomé,Tropical_Aw
LME_0417,Banques & Institutions,2015,9,7138,8.8733,4,1.6094,41,0,0.913,0,0,0.0,0,1,1,0,1784.5,205.0,1463371.0,868.31,0.593,Lomé,Tropical_Aw
LME_0418,Banques & Institutions,2018,6,2041,7.6217,4,1.6094,53,0,0.997,0,0,0.0,1,0,1,1,510.2,222.5,454148.0,311.78,0.687,Lomé,Tropical_Aw
LME_0419,Banques & Institutions,2004,20,2630,7.8751,3,1.3863,43,0,0.935,0,0,0.0,1,0,1,1,876.7,224.4,590185.0,391.77,0.664,Lomé,Tropical_Aw
LME_0420,Banques & Institutions,2004,20,5246,8.5654,3,1.3863,71,0,0.962,0,0,0.0,0,1,1,1,1748.7,125.4,657936.0,382.87,0.582,Lomé,Tropical_Aw
LME_0421,Banques & Institutions,2020,4,6639,8.8009,4,1.6094,82,0,0.889,0,0,0.0,0,1,1,1,1659.8,130.1,863655.0,439.15,0.508,Lomé,Tropical_Aw
LME_0422,Banques & Institutions,1992,32,3091,8.0366,2,1.0986,50,0,0.989,0,0,0.0,1,0,1,1,1545.5,225.5,696941.0,424.7,0.609,Lomé,Tropical_Aw
LME_0423,Banques & Institutions,2011,13,4106,8.3204,3,1.3863,66,0,0.902,0,0,0.0,1,0,1,1,1368.7,180.8,742568.0,441.92,0.595,Lomé,Tropical_Aw
LME_0424,Banques & Institutions,1984,40,4329,8.3733,2,1.0986,38,0,0.968,0,0,0.0,1,1,1,1,2164.5,251.1,1086875.0,616.4,0.567,Lomé,Tropical_Aw
LME_0425,Banques & Institutions,2019,5,4581,8.4299,3,1.3863,62,0,0.902,0,0,0.0,0,0,1,1,1527.0,193.6,886756.0,566.96,0.639,Lomé,Tropical_Aw
LME_0426,Banques & Institutions,2012,12,5046,8.5265,3,1.3863,35,0,0.918,0,0,0.0,1,1,1,1,1682.0,223.1,1125675.0,727.21,0.646,Lomé,Tropical_Aw
LME_0427,Banques & Institutions,1999,25,6114,8.7185,3,1.3863,36,0,0.94,0,0,0.0,0,0,1,1,2038.0,225.5,1378467.0,814.82,0.591,Lomé,Tropical_Aw
LME_0428,Banques & Institutions,2006,18,2765,7.9252,3,1.3863,20,0,0.929,0,0,0.0,1,0,1,1,921.7,241.3,667070.0,442.55,0.663,Lomé,Tropical_Aw
